Song Title,Row Done?,Song FileLinks,Cover Art File Links,Snippet File Links,Studio Session File Links,Era,Date Released,Date Leaked,Date Recorded,Produced by,Features
from the bottom,FALSE,,,,,,,,,,
from the start,FALSE,,,,,,,,,,
fuck it | how dat go,FALSE,,,,,,,,,,
fuck it up,FALSE,,,,,,,,,,
fuck you mean | fym,FALSE,,,,,,,,,,
gamble | off the rip | rich,FALSE,,,,,,,,,,
game,FALSE,,,,,,,,,,
gave her all of me,FALSE,,,,,,,,,,
get geeked,FALSE,,,,,,,,,,
get over | heart of mine,FALSE,,,,,,,,,,
get through it | get through it interlude | interlude | if anybody,FALSE,,,,,,,,,,
girl of my dreams,FALSE,,,,,,,,,,
girl with the blonde hair | artic tundra,FALSE,,,,,,,,,,
girlfriend | your loss | try again,FALSE,,,,,,,,,,
globetrotter | money,FALSE,,,,,,,,,,
glock handler,FALSE,,,,,,,,,,
go | paid | go go go,FALSE,,,,,,,,,,
go hard | go hard 2.0,FALSE,,,,,,,,,,
go home,FALSE,,,,,,,,,,
godzilla,FALSE,,,,,,,,,,
goin crazy,FALSE,,,,,,,,,,
golden x get away | golden x getaway interlude | golden getaway | interlude,FALSE,,,,,,,,,,
gone,FALSE,,,,,,,,,,
good day,FALSE,,,,,,,,,,
good days | yeah yeah yeah,FALSE,,,,,,,,,,
good time | good times | all life long,FALSE,,,,,,,,,,
goosebumps 2k17 | 2k17 goosebumps | goosebumps remix,FALSE,,,,,,,,,,
gopro,FALSE,,,,,,,,,,
got nothing on me | your boyfriend,FALSE,,,,,,,,,,
goyard bag | brand new,FALSE,,,,,,,,,,
grace,FALSE,,,,,,,,,,
graduation,FALSE,,,,,,,,,,
grateful | v1 | v2,FALSE,,,,,,,,,,
gta | grand theft auto,FALSE,,,,,,,,,,
gucci purse | kyrie irving,FALSE,,,,,,,,,,
gun you down | 2 percs,FALSE,,,,,,,,,,
haha | im too high,FALSE,,,,,,,,,,
hairline trigger | maybe,FALSE,,,,,,,,,,
hard at life | move the bale,FALSE,,,,,,,,,,
hard to digest | mr miyagi | mr.miyagi,FALSE,,,,,,,,,,
hard work pays off | hard work,FALSE,,,,,,,,,,
hate her friends | i hate her friends | trip to france,FALSE,,,,,,,,,,
hate me,FALSE,,,,,,,,,,
hear me calling,FALSE,,,,,,,,,,
heart exposure | mood,FALSE,,,,,,,,,,
heavy | heavy hook only | hook only,FALSE,,,,,,,,,,
hell,FALSE,,,,,,,,,,
hell girl | choppa,FALSE,,,,,,,,,,
hemotions | muddy emotions,FALSE,,,,,,,,,,
hennessy | henny,FALSE,,,,,,,,,,
her friend,FALSE,,,,,,,,,,
here we go again,FALSE,,,,,,,,,,
heroin music | pills in the regal | party by myself | pills and the reefer,FALSE,,,,,,,,,,
hey mister,FALSE,,,,,,,,,,
hey wonderland,FALSE,,,,,,,,,,
hi tech talk | kill tech top | hi tech top | kill tech talk,FALSE,,,,,,,,,,
hide,FALSE,,,,,,,,,,
high all week | open shop,FALSE,,,,,,,,,,
high tide | surfin,FALSE,,,,,,,,,,
his to keep,FALSE,,,,,,,,,,
hit | issues,FALSE,,,,,,,,,,
hit a lick,FALSE,,,,,,,,,,
hold me down,FALSE,,,,,,,,,,
hold my hand,FALSE,,,,,,,,,,
hollywood dreams | hollywood dreams come true | hollywood dreams come true 999,FALSE,,,,,,,,,,
homocide,FALSE,,,,,,,,,,
honest | hook,FALSE,,,,,,,,,,
honestly,FALSE,,,,,,,,,,
hope i did it,FALSE,,,,,,,,,,
horrible | lean wit it,FALSE,,,,,,,,,,
hot ham | hot ham remix | 2 many,FALSE,,,,,,,,,,
hunnid,FALSE,,,,,,,,,,
hurt me | sticks and stones | sticks & stones,FALSE,,,,,,,,,,
hypnotic | keep it together | hypnotic og | long day ,FALSE,,,,,,,,,,
i do this | for you,FALSE,,,,,,,,,,
i dont know,FALSE,,,,,,,,,,
i dont need it,FALSE,,,,,,,,,,
I dont want to lose you | I dont want to lose you freestyle | freestyle | lose you,FALSE,,,,,,,,,,
i know one thing | i know one thing <3,FALSE,,,,,,,,,,
i love it | luv,FALSE,,,,,,,,,,
i need you | out of luck | not enough,FALSE,,,,,,,,,,
i swear,FALSE,,,,,,,,,,
i wanna,FALSE,,,,,,,,,,
i will follow | try this,FALSE,,,,,,,,,,
i wonder whats wrong | i wonder | demons in my mind | scheming,FALSE,,,,,,,,,,
idgaf | i dont give a fuck,FALSE,,,,,,,,,,
ill be fine,FALSE,,,,,,,,,,
im still,FALSE,,,,,,,,,,
im the shit | imda$$ixx,FALSE,,,,,,,,,,
impatient | keycard,FALSE,,,,,,,,,,
in a minute | antisocial | v1 | v2 | v3,FALSE,,,,,,,,,,
in a mix,FALSE,,,,,,,,,,
in my arm | bad news,FALSE,,,,,,,,,,
in my bag | bruce wayne,FALSE,,,,,,,,,,
in my head,FALSE,,,,,,,,,,
in my heart,FALSE,,,,,,,,,,
in the cut,FALSE,,,,,,,,,,
in the moment | she on the go,FALSE,,,,,,,,,,
in the summer | gave her all of me | another place | v1 | v2,FALSE,,,,,,,,,,
in the trap,FALSE,,,,,,,,,,
in this bitch | v2 | v3,FALSE,,,,,,,,,,
infatuated,FALSE,,,,,,,,,,
infrared,FALSE,,,,,,,,,,
inner peace | traveling | travelling,FALSE,,,,,,,,,,
iron on me | challenger,FALSE,,,,,,,,,,
irony,FALSE,,,,,,,,,,
issues | hit,FALSE,,,,,,,,,,
it wont hurt,FALSE,,,,,,,,,,
jack & jill | jack and jill | cheat code,FALSE,,,,,,,,,,
jack wit a bean | for the team | jack with a bean,FALSE,,,,,,,,,,
jeffery,FALSE,,,,,,,,,,
jet lag | jetlag | v1 ,FALSE,,,,,,,,,,
jordan | woah pt 2 | woah | woah pt.2,FALSE,,,,,,,,,,
juice never had to flex,FALSE,,,,,,,,,,
juicy,FALSE,,,,,,,,,,
junkie | dont care,FALSE,,,,,,,,,,
just letting you know,FALSE,,,,,,,,,,
k like a russian,FALSE,,,,,,,,,,
karate kid,FALSE,,,,,,,,,,
kawasaki,FALSE,,,,,,,,,,
keep it,FALSE,,,,,,,,,,
keep up | speed me up | v2 | v3,FALSE,,,,,,,,,,
kickflip,FALSE,,,,,,,,,,
kiki | king kong,FALSE,,,,,,,,,,
kill benjamin | money war,FALSE,,,,,,,,,,
killing my vibe | ignorant | bigger and better | bigger & better | v1 | v2 ,FALSE,,,,,,,,,,
killing myself,FALSE,,,,,,,,,,
kirbys selecta,FALSE,,,,,,,,,,
kkk | aint coming back,FALSE,,,,,,,,,,
know us,FALSE,,,,,,,,,,
knuck if you buck,FALSE,,,,,,,,,,
ktm drip | dont fall off | let em in,FALSE,,,,,,,,,,
lair | codeine music,FALSE,,,,,,,,,,
last call | fast v2,FALSE,,,,,,,,,,
late night | amazing,FALSE,,,,,,,,,,
late night thoughts,FALSE,,,,,,,,,,
lauryn hill | wishing well og | wishing well | v1 | v2,FALSE,,,,,,,,,,
lava girl | stick talk | lavagirl,FALSE,,,,,,,,,,
lavender town | tweekin | tweakin,FALSE,,,,,,,,,,
lavish,FALSE,,,,,,,,,,
lean wit me | live,FALSE,,,,,,,,,,
leave me alone | void,FALSE,,,,,,,,,,
left 4 dead | zombie shit | beam on my 9 | beam on my .9 | beam on my nine | left for dead,FALSE,,,,,,,,,,
legends,FALSE,,,,,,,,,,
let em know,FALSE,,,,,,,,,,
let go | hit the road,FALSE,,,,,,,,,,
let her leave,FALSE,,,,,,,,,,
let it go | v1| v3 | fenty | fenty freestyle | v2,FALSE,,,,,,,,,,
let me know | i wonder why freestyle,FALSE,,,,,,,,,,
let you know | on the low | what I need,FALSE,,,,,,,,,,
lets get it,FALSE,,,,,,,,,,
lets go,FALSE,,,,,,,,,,
life chase,FALSE,,,,,,,,,,
lifes a dungeon | chase the dragon,FALSE,,,,,,,,,,
lifes a mess | lifes a mess 2 | lifes a mess ii | v1 | v2 | v3 ,FALSE,,,,,,,,,,
like a pro,FALSE,,,,,,,,,,
live forever,FALSE,,,,,,,,,,
living at the top | simple,FALSE,,,,,,,,,,
lock box,FALSE,,,,,,,,,,
london interlude | roaming | london,FALSE,,,,,,,,,,
london tipton,FALSE,,,,,,,,,,
lone ranger | let me be,FALSE,,,,,,,,,,
long gone,FALSE,,,,,,,,,,
long gone pt 2,FALSE,,,,,,,,,,
long time coming,FALSE,,,,,,,,,,
loose screw | prolly,FALSE,,,,,,,,,,
lose a dream,FALSE,,,,,,,,,,
lose me,FALSE,,,,,,,,,,
lost cause,FALSE,,,,,,,,,,
lost her,FALSE,,,,,,,,,,
lost love,FALSE,,,,,,,,,,
lost my mind freestyle | lost my mind | freestyle,FALSE,,,,,,,,,,
lost too many | i lost too many | goblin,FALSE,,,,,,,,,,
lotti lotti | new girl | lurkin,FALSE,,,,,,,,,,
love and leave them | love & leave them | love and leave em,FALSE,,,,,,,,,,
love no hoe,FALSE,,,,,,,,,,
love over there,FALSE,,,,,,,,,,
love story | our love story | i need it,FALSE,,,,,,,,,,
love you always | starfire | being in love,FALSE,,,,,,,,,,
lovers lane | miles and miles,FALSE,,,,,,,,,,
lucid dreams | forget me | remember me | lucid dreams live | live | lucid dreams remix,FALSE,,,,,,,,,,
made it work | under 25,FALSE,,,,,,,,,,
make believe,FALSE,,,,,,,,,,
make it back | make it back v1 | v1,FALSE,,,,,,,,,,
make it sell,FALSE,,,,,,,,,,
make it there,FALSE,,,,,,,,,,
man down | rockstar boy | moment,FALSE,,,,,,,,,,
man man,FALSE,,,,,,,,,,
man of the year | breakthrough | v1 |v2,FALSE,,,,,,,,,,
mannequin challenge,FALSE,,,,,,,,,,
mansion | here i go again,FALSE,,,,,,,,,,
masterpiece,FALSE,,,,,,,,,,
matt hardy | matty hardy 999 | 1400/999 freestyle | 1400/999 freestyle pt. 2 | 1400/999 freestyle pt 2 | encore,FALSE,,,,,,,,,,
maze,FALSE,,,,,,,,,,
mclaren drive | tic tac toe | i dont care,FALSE,,,,,,,,,,
me,FALSE,,,,,,,,,,
me & u | me and u | me and you | me & you,FALSE,,,,,,,,,,
meadows | rose petals,FALSE,,,,,,,,,,
megan good | never ever good | megan good v2 | v1 | v2 | v8,FALSE,,,,,,,,,,
melody,FALSE,,,,,,,,,,
mental overload,FALSE,,,,,,,,,,
midnight | titanic,FALSE,,,,,,,,,,
migos,FALSE,,,,,,,,,,
mind control | eye contact,FALSE,,,,,,,,,,
mind games,FALSE,,,,,,,,,,
minus | lette | minus v2 | minus v3 | v1 | v2 | v3,FALSE,,,,,,,,,,
misery avenue v1 | back to me | this is me | misery avenue v2 | misery avenue v4 | misery avenue | v1 |v2 | v4,FALSE,,,,,,,,,,
misunderstood | misunderstud,FALSE,,,,,,,,,,
mmmmm | mmm | mm,FALSE,,,,,,,,,,
molly and mike | molly & mike | molly n mike,FALSE,,,,,,,,,,
moncler year | dirt bike,FALSE,,,,,,,,,,
money hunt | double dutch,FALSE,,,,,,,,,,
moonlight,FALSE,,,,,,,,,,
morning again | in the morning again,FALSE,,,,,,,,,,
morphine,FALSE,,,,,,,,,,
moshpit,FALSE,,,,,,,,,,
mothership,FALSE,,,,,,,,,,
motions | motion,FALSE,,,,,,,,,,
move on | help me,FALSE,,,,,,,,,,
moves | moves <3,FALSE,,,,,,,,,,
mr heart break | mr.heartbreak | v1 | v2,FALSE,,,,,,,,,,
murder rate | keep save,FALSE,,,,,,,,,,
my bad,FALSE,,,,,,,,,,
my fault | my fault <3 | all my fault,FALSE,,,,,,,,,,
my gang | together,FALSE,,,,,,,,,,
my life in a nutshell | milan | pain heal,FALSE,,,,,,,,,,
my phone,FALSE,,,,,,,,,,
my spot | hunt you down,FALSE,,,,,,,,,,
my way home | over sprung | oversprung | we just begun,FALSE,,,,,,,,,,
my way home pt 2 | used and abused | my way home part 2 | my way home pt. 2 | left for dead | left 4 dead,FALSE,,,,,,,,,,
my x was poison | my x was poison 9 9 9 | x-poison,FALSE,,,,,,,,,,
my year,FALSE,,,,,,,,,,
my zone,FALSE,,,,,,,,,,
narcotics | blues,FALSE,,,,,,,,,,
naruto,FALSE,,,,,,,,,,
nascar | forget it,FALSE,,,,,,,,,,
nesquick | hoover,FALSE,,,,,,,,,,
never cared | young god,FALSE,,,,,,,,,,
never scared,FALSE,,,,,,,,,,
new finesse,FALSE,,,,,,,,,,
nightmare,FALSE,,,,,,,,,,
nintendo,FALSE,,,,,,,,,,
no benefits,FALSE,,,,,,,,,,
no breaks | cold summer | breaks over,FALSE,,,,,,,,,,
no chance,FALSE,,,,,,,,,,
no depot | cheat code | nemo,FALSE,,,,,,,,,,
no good,FALSE,,,,,,,,,,
no hook,FALSE,,,,,,,,,,
no hook freestyle,FALSE,,,,,,,,,,
no issue | space cadets,FALSE,,,,,,,,,,
no jumper,FALSE,,,,,,,,,,
no laces,FALSE,,,,,,,,,,
no limit no hook | juice man | no limit,FALSE,,,,,,,,,,
no love no trust | trust no one,FALSE,,,,,,,,,,
no me ame | dont love me | no me ame v2 | v1 | v2,FALSE,,,,,,,,,,
no more,FALSE,,,,,,,,,,
no reason | what have i done,FALSE,,,,,,,,,,
no russian | relocate | v1,FALSE,,,,,,,,,,
no shame | fall in love,FALSE,,,,,,,,,,
no short cuts,FALSE,,,,,,,,,,
no time | toro,FALSE,,,,,,,,,,
no trespassing,FALSE,,,,,,,,,,
no vanity | lost my vanity,FALSE,,,,,,,,,,
no wrong | poison in the air,FALSE,,,,,,,,,,
nobody,FALSE,,,,,,,,,,
not sorry,FALSE,,,,,,,,,,
not that safe | stem,FALSE,,,,,,,,,,
nuketown,FALSE,,,,,,,,,,
numb the pain,FALSE,,,,,,,,,,
nuts itch | automatic,FALSE,,,,,,,,,,
oceans | waves,FALSE,,,,,,,,,,
off the rip | gamble,FALSE,,,,,,,,,,
oh dear | nlmb oh dear | nlmb,FALSE,,,,,,,,,,
oh my oh my,FALSE,,,,,,,,,,
oj glove | aj glove,FALSE,,,,,,,,,,
ok | leave me alone,FALSE,,,,,,,,,,
okay | okay! | okay!!,FALSE,,,,,,,,,,
old me | old me </3,FALSE,,,,,,,,,,
omen | overseer | blood sweat tears,FALSE,,,,,,,,,,
on a plane,FALSE,,,,,,,,,,
on and on | v2,FALSE,,,,,,,,,,
on god,FALSE,,,,,,,,,,
on my mind,FALSE,,,,,,,,,,
on the rise | count my dough,FALSE,,,,,,,,,,
on the road | let it off | reload,FALSE,,,,,,,,,,
on the run | blood on my jeans,FALSE,,,,,,,,,,
on time | righteous pt. 2 | righteous | righteous part 2 | righteous part two | righeous pt. two,FALSE,,,,,,,,,,
on tour | you dont know me | bonjour,FALSE,,,,,,,,,,
only for u | only for you,FALSE,,,,,,,,,,
only you on my mind,FALSE,,,,,,,,,,
oreo | v1 | v2,FALSE,,,,,,,,,,
orlando,FALSE,,,,,,,,,,
osama | catch up,FALSE,,,,,,,,,,
out my body,FALSE,,,,,,,,,,
out my way,FALSE,,,,,,,,,,
out the dust | rhyme poet,FALSE,,,,,,,,,,
out the projects,FALSE,,,,,,,,,,
outta pocket,FALSE,,,,,,,,,,
over n over | over & over | over and over,FALSE,,,,,,,,,,
oxy | v1,FALSE,,,,,,,,,,
oxy in the dark,FALSE,,,,,,,,,,
pain heal | my life in a nutshell,FALSE,,,,,,,,,,
paranoid,FALSE,,,,,,,,,,
pause,FALSE,,,,,,,,,,
peace of mind,FALSE,,,,,,,,,,
perc floating | coffins,FALSE,,,,,,,,,,
percaholic | boss of me,FALSE,,,,,,,,,,
percs,FALSE,,,,,,,,,,
personification | it aint so,FALSE,,,,,,,,,,
peru,FALSE,,,,,,,,,,
pesos,FALSE,,,,,,,,,,
pieces,FALSE,,,,,,,,,,
play fair,FALSE,,,,,,,,,,
play your role,FALSE,,,,,,,,,,
playing games | im not playing fair,FALSE,,,,,,,,,,
plug | lucid dreams pt. 2 | lucid dreams | lucid dreams part 2 | lucid dreams part two | lucid dreams pt. two,FALSE,,,,,,,,,,
pop it,FALSE,,,,,,,,,,
pop rock | pop tart,FALSE,,,,,,,,,,
pop-punkstar | pop punkstar | v1 | v2,FALSE,,,,,,,,,,
porridge,FALSE,,,,,,,,,,
potions | hell,FALSE,,,,,,,,,,
pressure me | dont play,FALSE,,,,,,,,,,
pretty boy,FALSE,,,,,,,,,,
priceless | wraith,FALSE,,,,,,,,,,
prime,FALSE,,,,,,,,,,
prime time | primetime,FALSE,,,,,,,,,,
ptsd,FALSE,,,,,,,,,,
pump | fight,FALSE,,,,,,,,,,
purple devil,FALSE,,,,,,,,,,
purple moncler,FALSE,,,,,,,,,,
purple substance | substance | double up,FALSE,,,,,,,,,,
put me down,FALSE,,,,,,,,,,
python,FALSE,,,,,,,,,,
quitter | no good woman,FALSE,,,,,,,,,,
race beginning,FALSE,,,,,,,,,,
racks in,FALSE,,,,,,,,,,
radio,FALSE,,,,,,,,,,
rain dance | v1 | v2 | v3,FALSE,,,,,,,,,,
rainbow | taste the rainbow,FALSE,,,,,,,,,,
ran off,FALSE,,,,,,,,,,
range,FALSE,,,,,,,,,,
ransom | ransom remix | v1,FALSE,,,,,,,,,,
rarris rovers,FALSE,,,,,,,,,,
ration | until the plug comes back around,FALSE,,,,,,,,,,
reach freestyle,FALSE,,,,,,,,,,
real shit,FALSE,,,,,,,,,,
realer n realer | real n realer | realer and realer | real and realer | realer & realer | real & realer | v1,FALSE,,,,,,,,,,
realize,FALSE,,,,,,,,,,
rebel blood,FALSE,,,,,,,,,,
red bently | gigalo,FALSE,,,,,,,,,,
red dead redemption,FALSE,,,,,,,,,,
red moonlight,FALSE,,,,,,,,,,
relapse,FALSE,,,,,,,,,,
remind me of the summer | addicitons,FALSE,,,,,,,,,,
reminds me of you | v1,FALSE,,,,,,,,,,
rental | cha ching | k,FALSE,,,,,,,,,,
rich and blind | rich & blind,FALSE,,,,,,,,,,
rich and dangerous | feel like a god,FALSE,,,,,,,,,,
rich forever | jetta,FALSE,,,,,,,,,,
rich nigga shit | rich ni**a shit | rich nigga | rich ni**a,FALSE,,,,,,,,,,
rider,FALSE,,,,,,,,,,
right now,FALSE,,,,,,,,,,
right or wrong,FALSE,,,,,,,,,,
righteous | righteous demo,FALSE,,,,,,,,,,
rikers,FALSE,,,,,,,,,,
ring ring | simmer down | royer | v1,FALSE,,,,,,,,,,
road runners,FALSE,,,,,,,,,,
robbery | robbery remix | robbery demo,FALSE,,,,,,,,,,
rock,FALSE,,,,,,,,,,
rockstar girl | rock star girl,FALSE,,,,,,,,,,
rockstar in his prime | deal wit this hurt | deal with this hurt | demo,FALSE,,,,,,,,,,
rockstar lifestyle,FALSE,,,,,,,,,,
rockstar status,FALSE,,,,,,,,,,
rodents,FALSE,,,,,,,,,,
roses,FALSE,,,,,,,,,,
rotate | drag race,FALSE,,,,,,,,,,
round,FALSE,,,,,,,,,,
run,FALSE,,,,,,,,,,
run a fade,FALSE,,,,,,,,,,
run away,FALSE,,,,,,,,,,
run that shit,FALSE,,,,,,,,,,
runaway | chills | fighting demons,FALSE,,,,,,,,,,
runaway freestyle | runaway remix | runaway,FALSE,,,,,,,,,,
rush,FALSE,,,,,,,,,,
rush sad rockstar | sad rockstar | chop a brick,FALSE,,,,,,,,,,
safe,FALSE,,,,,,,,,,
same clothes,FALSE,,,,,,,,,,
scared of love,FALSE,,,,,,,,,,
scarface | london,FALSE,,,,,,,,,,
scissors,FALSE,,,,,,,,,,
screw juice | infinity,FALSE,,,,,,,,,,
semi addict | static shock,FALSE,,,,,,,,,,
set me free | im not where i need to be | v1 | v2,FALSE,,,,,,,,,,
sexual healing,FALSE,,,,,,,,,,
shadows | sorrows,FALSE,,,,,,,,,,
shes the one | shes the 1,FALSE,,,,,,,,,,
shit talk | so hard,FALSE,,,,,,,,,,
shoot for love | shoot for you | v2,FALSE,,,,,,,,,,
shoot me love,FALSE,,,,,,,,,,
shorty,FALSE,,,,,,,,,,
shot em down,FALSE,,,,,,,,,,
sick em,FALSE,,,,,,,,,,
singalong | wrong lyrics right song,FALSE,,,,,,,,,,
skyline | freestyle | skyline freestyle,FALSE,,,,,,,,,,
slasher | v1,FALSE,,,,,,,,,,
sleep paralysis,FALSE,,,,,,,,,,
slenderman,FALSE,,,,,,,,,,
slick rick freestyle | slick rick freestyle 999 | slick rick | freestyle,FALSE,,,,,,,,,,
slide | slide remix,FALSE,,,,,,,,,,
slowly,FALSE,,,,,,,,,,
smile | sad | demo | v1,FALSE,,,,,,,,,,
smoke,FALSE,,,,,,,,,,
so fake,FALSE,,,,,,,,,,
so low | blind fold,FALSE,,,,,,,,,,
so what | too in love,FALSE,,,,,,,,,,
soda pop | apparent | v1 | v2,FALSE,,,,,,,,,,
some more,FALSE,,,,,,,,,,
someone new | $omething new,FALSE,,,,,,,,,,
something to prove,FALSE,,,,,,,,,,
sometimes | v1 | v2,FALSE,,,,,,,,,,
sour | midnight hours,FALSE,,,,,,,,,,
spanglish,FALSE,,,,,,,,,,
stabbed you | had to,FALSE,,,,,,,,,,
starfire interlude | tears,FALSE,,,,,,,,,,
stargazing | not an option,FALSE,,,,,,,,,,
starstruck | sadness | v1 | v2 | v3 | v4,FALSE,,,,,,,,,,
stay high | v1,FALSE,,,,,,,,,,
sticks | lit | ya dig,FALSE,,,,,,,,,,
stomp em out,FALSE,,,,,,,,,,
stop talking | stick talk,FALSE,,,,,,,,,,
stranger,FALSE,,,,,,,,,,
stuck in my ways,FALSE,,,,,,,,,,
stumblin | back and forth | back & forth,FALSE,,,,,,,,,,
submission,FALSE,,,,,,,,,,
substance | regardless | freestyle interlude,FALSE,,,,,,,,,,
sugarfish,FALSE,,,,,,,,,,
suicidal | be mine | sucidal remix | remix | v1 | v2,FALSE,,,,,,,,,,
sun | all in | gums,FALSE,,,,,,,,,,
sun goes down | lost cause,FALSE,,,,,,,,,,
survive,FALSE,,,,,,,,,,
swear,FALSE,,,,,,,,,,
swisher | hilfiger,FALSE,,,,,,,,,,
syphilis,FALSE,,,,,,,,,,
tag,FALSE,,,,,,,,,,
take my soul | soul taker | fighting off my demons,FALSE,,,,,,,,,,
take off | green light,FALSE,,,,,,,,,,
takeover | no breaks | breaks over,FALSE,,,,,,,,,,
tales of the toxic,FALSE,,,,,,,,,,
talking to voices,FALSE,,,,,,,,,,
taskforce,FALSE,,,,,,,,,,
tattoos and ink | long live the hustle | reminds me of your love,FALSE,,,,,,,,,,
telepathy | telepathy freestyle | freestyle | telepathy pt 2 | telepathy pt. 2,FALSE,,,,,,,,,,
tell me u luv me | tell me you lve me | demo,FALSE,,,,,,,,,,
tell your friends,FALSE,,,,,,,,,,
tempted | ten speed | 10 speed,FALSE,,,,,,,,,,
that sad shit,FALSE,,,,,,,,,,
thats a 50 | thats a fifty | v1 |v2,FALSE,,,,,,,,,,
the bees knees,FALSE,,,,,,,,,,
the light,FALSE,,,,,,,,,,
the old me,FALSE,,,,,,,,,,
the race,FALSE,,,,,,,,,,
they all talk | make the news | catch up,FALSE,,,,,,,,,,
this cant be happening | this cant be happening to me | this cant be happening to me <3 | this cant be happening to me... no way <3,FALSE,,,,,,,,,,
thoughts,FALSE,,,,,,,,,,
thrills,FALSE,,,,,,,,,,
through emotions | glowed up,FALSE,,,,,,,,,,
through my head,FALSE,,,,,,,,,,
tick tock,FALSE,,,,,,,,,,
tick tock | in the air,FALSE,,,,,,,,,,
time anymore | in zone,FALSE,,,,,,,,,,
time stops | cant die | i cant die | nipsey hustle tribute,FALSE,,,,,,,,,,
to the grave | feelings,FALSE,,,,,,,,,,
told her | cursed | cursed pt 2 | v2,FALSE,,,,,,,,,,
tonight,FALSE,,,,,,,,,,
too far,FALSE,,,,,,,,,,
too many | way too many,FALSE,,,,,,,,,,
too much cash | tmc,FALSE,,,,,,,,,,
too smooth,FALSE,,,,,,,,,,
toxic humans,FALSE,,,,,,,,,,
track race | scarface,FALSE,,,,,,,,,,
transformer,FALSE,,,,,,,,,,
trap phone | i know what you want,FALSE,,,,,,,,,,
trap phone bling | hotline bling | hot line bling remix | remix,FALSE,,,,,,,,,,
trees | love dont grow on trees,FALSE,,,,,,,,,,
tribe,FALSE,,,,,,,,,,
trick or treat | halloween,FALSE,,,,,,,,,,
trifling,FALSE,,,,,,,,,,
triple 9 | sipping 999 | 999,FALSE,,,,,,,,,,
troubled kids | pesos,FALSE,,,,,,,,,,
trust issues,FALSE,,,,,,,,,,
try me,FALSE,,,,,,,,,,
turkey burgers | turkey burger,FALSE,,,,,,,,,,
tweakin,FALSE,,,,,,,,,,
twins | luigi,FALSE,,,,,,,,,,
two cups (everythings going my way) | two cups | everythings going my way | two cups everythings going my way,FALSE,,,,,,,,,,
u cant tell me,FALSE,,,,,,,,,,
uh huh,FALSE,,,,,,,,,,
uncertain shadows | further,FALSE,,,,,,,,,,
under her skin,FALSE,,,,,,,,,,
underworld | underwrld,FALSE,,,,,,,,,,
unexplainable | look again | v2,FALSE,,,,,,,,,,
until i die | party in my mind,FALSE,,,,,,,,,,
until its over (closure) | until its over closer | until its over | closure,FALSE,,,,,,,,,,
until the plug comes back around | ration | plug | demo,FALSE,,,,,,,,,,
untitled,FALSE,,,,,,,,,,
untitled hook only | hook only,FALSE,,,,,,,,,,
up up and away | up and away | demo,FALSE,,,,,,,,,,
ups and downs,FALSE,,,,,,,,,,
used to,FALSE,,,,,,,,,,
victorious | up,FALSE,,,,,,,,,,
vlone thugs,FALSE,,,,,,,,,,
waiting for the drugs to hit me,FALSE,,,,,,,,,,
wandered to la | hotel | v1 | v2,FALSE,,,,,,,,,,
want to | ronald,FALSE,,,,,,,,,,
wasted | wasted remix | remix,FALSE,,,,,,,,,,
watch me,FALSE,,,,,,,,,,
watch your tone | bad to the bone,FALSE,,,,,,,,,,
water | i want it,FALSE,,,,,,,,,,
wavy,FALSE,,,,,,,,,,
we aint goin,FALSE,,,,,,,,,,
we dont get along,FALSE,,,,,,,,,,
wedding ring | i need everything,FALSE,,,,,,,,,,
what being rich feels like | wbrfl | v1 | v2,FALSE,,,,,,,,,,
what else,FALSE,https://cdn.discordapp.com/attachments/1016936737261490237/1017697150064394280/What_else_magical.mp3,,,,,,,,,
whatever i like | 4l,FALSE,,,,,,,,,,
whats brakkin | whats brakin | whats brakking,FALSE,,,,,,,,,,
where i stay | my side | my side remix,FALSE,,,,,,,,,,
whimpers in the dark,FALSE,,,,,,,,,,
whip | alaska,FALSE,,,,,,,,,,
whip | show n tell | show and tell,FALSE,,,,,,,,,,
whistles | woke up rich | whistles og | og,FALSE,,,,,,,,,,
who r u | who are you | who are u | who r you,FALSE,,,,,,,,,,
who shot cupid? | who shot cupid,FALSE,,,,,,,,,,
willing to die | dismissed,FALSE,,,,,,,,,,
withdrawals | high again | pyschedelics og | pychedelics | drought,FALSE,,,,,,,,,,
without me | v1 | v2,FALSE,,,,,,,,,,
woah,FALSE,,,,,,,,,,
wont let go,FALSE,,,,,,,,,,
work,FALSE,,,,,,,,,,
work out | come to me,FALSE,,,,,,,,,,
worth it | common sense,FALSE,,,,,,,,,,
wrld on drugs | demo,FALSE,,,,,,,,,,
wrong time | surf,FALSE,,,,,,,,,,
xmas list | x-mas list | christmas list,FALSE,,,,,,,,,,
yacht club,FALSE,,,,,,,,,,
yeah yeah yeahh,FALSE,,,,,,,,,,
you,FALSE,,,,,,,,,,
you aint safe,FALSE,,,,,,,,,,
you and i | you & i,FALSE,,,,,,,,,,
you dont know me | codependent v2,FALSE,,,,,,,,,,
you freestyle | best i ever had remix | best i ever had | freestyle | remix,FALSE,,,,,,,,,,
you wouldnt understand | outrage | demo,FALSE,,,,,,,,,,
youdontloveme | too drunk | you dont love me,FALSE,,,,,,,,,,
your man | france | shopping in france,FALSE,,,,,,,,,,
youre my everything | left,FALSE,,,,,,,,,,
z nation,FALSE,,,,,,,,,,
zero toleration | flossing | flossin,FALSE,,,,,,,,,,
